"MSSubClass","MSZoning","LotArea","Alley","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolQC","Fence","SaleType","SaleCondition","SalePrice"
"X20","RL",8800,"No","Reg","Lvl","NAmes","1Fam","1Story",6,6,1964,0,"Hip","HdBoard","HdBoard","BrkFace",425,"TA","CBlock","TA","TA","No","BLQ",553,"Unf",0,698,1251,"TA","Y","SBrkr",1251,0,0,1251,1,1,0,3,1,"TA",6,2,"Gd","Attchd","RFn",1,461,"Y",0,116,0,0,0,1,"MnPrv","WD","Normal",11.982929094216
"X160","RM",1974,"No","Reg","Lvl","MeadowV","TwnhsE","2Story",4,5,1973,0,"Gable","CemntBd","CmentBd","None",0,"TA","CBlock","TA","TA","No","BLQ",334,"Unf",0,212,546,"TA","Y","SBrkr",546,546,0,1092,0,1,1,3,1,"TA",6,0,"No","Attchd","RFn",1,286,"Y",120,96,0,0,0,1,"No","WD","Normal",11.3326019108389
"X60","FV",10574,"No","Reg","Lvl","Somerst","1Fam","2Story",8,5,2005,1,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1082,1082,"Ex","Y","SBrkr",1082,871,0,1953,0,2,1,3,1,"Gd",9,1,"Gd","Attchd","RFn",3,1043,"Y",160,50,0,0,0,1,"No","WD","Normal",12.4371843664936
"X90","RL",8544,"No","Reg","Lvl","NAmes","Duplex","1Story",3,4,1950,0,"Gable","BrkFace","BrkFace","None",0,"TA","Slab","No","No","No","No",0,"No",0,0,0,"Fa","N","FuseA",1040,0,0,1040,0,2,0,2,2,"TA",6,0,"No","Detchd","Unf",2,400,"Y",0,0,0,0,0,1,"No","WD","Normal",11.4392789248019
"X160","FV",2160,"Pave","Reg","Lvl","Somerst","Twnhs","2Story",7,5,1999,1,"Gable","MetalSd","MetalSd","BrkFace",212,"Gd","PConc","Gd","TA","No","BLQ",510,"Unf",0,90,600,"Ex","Y","SBrkr",624,628,0,1252,1,2,1,2,1,"Gd",4,0,"No","Detchd","Unf",2,462,"Y",0,48,0,0,0,1,"No","WD","Normal",11.982929094216
"X50","RL",8400,"No","Reg","Bnk","SWISU","1Fam","1.5Fin",6,5,1925,25,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","TA","TA","No","Rec",423,"Unf",0,758,1181,"Fa","Y","SBrkr",1390,304,0,1694,0,2,0,4,1,"TA",7,1,"Gd","Detchd","Unf",2,576,"Y",342,0,128,0,0,1,"No","WD","Normal",11.8240798936072
"X20","RL",9230,"No","Reg","Lvl","NAmes","1Fam","1Story",5,8,1965,33,"Hip","MetalSd","MetalSd","BrkFace",166,"TA","CBlock","TA","TA","Mn","GLQ",661,"Unf",0,203,864,"Gd","Y","SBrkr",1200,0,0,1200,1,1,1,1,1,"Gd",6,0,"No","Detchd","Unf",2,884,"Y",0,64,0,0,0,1,"MnPrv","WD","Normal",11.8913619006905
"X20","RL",5868,"No","Reg","Lvl","NAmes","1Fam","1Story",5,7,1956,44,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","BLQ",248,"Rec",240,448,936,"Ex","Y","SBrkr",936,0,0,936,1,1,0,2,1,"TA",4,0,"No","Attchd","Fin",1,308,"Y",0,0,80,0,160,1,"No","WD","Normal",11.7675676833438
"X120","RL",3696,"No","Reg","Lvl","StoneBr","TwnhsE","1Story",8,5,1986,0,"Gable","HdBoard","HdBoard","None",0,"Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,1074,1074,"Ex","Y","SBrkr",1088,0,0,1088,0,1,1,2,1,"Gd",5,0,"No","Attchd","RFn",2,461,"Y",0,74,137,0,0,1,"No","WD","Normal",12.0435537160324
"X20","RL",11880,"No","IR1","Lvl","NWAmes","1Fam","1Story",7,5,1978,0,"Gable","Plywood","Plywood","BrkFace",206,"TA","CBlock","Gd","TA","No","ALQ",704,"Unf",0,567,1271,"TA","Y","SBrkr",1601,0,0,1601,0,2,0,3,1,"TA",7,1,"TA","Attchd","RFn",2,478,"Y",0,0,0,0,0,1,"No","COD","Abnorml",11.9640010843304
"X30","RL",8400,"No","Reg","Bnk","SWISU","1Fam","1Story",2,5,1920,30,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","Fa","No","Rec",290,"Unf",0,0,290,"TA","N","FuseF",438,0,0,438,0,1,0,1,1,"Fa",3,0,"No","Detchd","Unf",1,246,"N",0,0,0,0,0,1,"No","WD","Normal",11.0020998412042
"X20","RL",7000,"No","Reg","Lvl","NAmes","1Fam","1Story",5,7,1960,42,"Gable","Wd Sdng","Wd Sdng","BrkFace",45,"TA","CBlock","TA","TA","No","Rec",588,"Unf",0,422,1010,"Ex","Y","SBrkr",1134,0,0,1134,0,1,0,2,1,"TA",6,0,"No","Attchd","RFn",1,254,"Y",0,16,0,0,0,1,"MnWw","WD","Family",11.8130300574206
"X20","RL",8910,"No","Reg","Lvl","NAmes","1Fam","1Story",6,6,1959,0,"Hip","BrkFace","BrkFace","None",0,"TA","CBlock","TA","TA","Mn","ALQ",655,"Unf",0,0,655,"Ex","Y","SBrkr",1194,0,0,1194,0,1,0,3,1,"TA",6,1,"Fa","BuiltIn","Fin",2,539,"Y",0,0,192,0,0,1,"No","WD","Normal",11.979799201207
"X20","RL",10357,"No","IR1","Lvl","SawyerW","1Fam","1Story",7,5,1990,1,"Hip","HdBoard","HdBoard","None",0,"Gd","PConc","Gd","TA","Mn","GLQ",738,"Unf",0,172,910,"Gd","Y","SBrkr",1442,0,0,1442,1,2,0,3,1,"Gd",6,1,"TA","Attchd","Fin",2,719,"Y",0,244,0,0,0,1,"No","WD","Normal",12.1001564199386
"X60","RL",23257,"No","IR3","HLS","Gilbert","1Fam","2Story",7,5,2006,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Ex","Gd","No","Unf",0,"Unf",0,868,868,"Ex","Y","SBrkr",887,1134,0,2021,0,2,1,3,1,"Gd",9,1,"Gd","BuiltIn","RFn",2,422,"Y",0,100,0,0,0,1,"No","New","Partial",12.5235258763151
"X60","RL",8063,"No","Reg","Lvl","Gilbert","1Fam","2Story",6,5,2000,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,924,924,"Ex","Y","SBrkr",948,742,0,1690,0,2,1,3,1,"TA",7,1,"TA","Attchd","RFn",2,463,"Y",100,48,0,0,0,1,"No","WD","Abnorml",12.106252310248
"X60","RL",10480,"No","Reg","Lvl","NWAmes","1Fam","2Story",7,6,1976,0,"Hip","Plywood","Plywood","BrkFace",660,"TA","CBlock","TA","TA","No","ALQ",403,"Unf",0,400,803,"TA","Y","SBrkr",1098,866,0,1964,0,2,1,4,1,"TA",8,1,"Gd","Attchd","RFn",2,483,"Y",0,69,0,0,0,1,"No","WD","Normal",12.2307652581205
"X20","RL",8923,"No","Reg","Lvl","NAmes","1Fam","1Story",5,7,1953,53,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","BLQ",643,"Unf",0,365,1008,"Gd","Y","SBrkr",1008,0,0,1008,1,1,0,2,1,"Gd",6,0,"No","Attchd","Unf",1,240,"Y",0,18,0,0,0,1,"No","WD","Normal",11.809319478024
"X20","RL",5400,"No","Reg","Lvl","OldTown","1Fam","1Story",5,7,1954,46,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Rec",415,"Unf",0,418,833,"Ex","Y","SBrkr",833,0,0,833,0,1,0,2,1,"Gd",4,0,"No","Detchd","Unf",1,326,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.6699292137799
"X20","RL",12085,"No","Reg","Lvl","NridgHt","1Fam","1Story",8,5,2007,0,"Hip","VinylSd","VinylSd","Stone",328,"Gd","PConc","Ex","TA","No","GLQ",1004,"Unf",0,730,1734,"Ex","Y","SBrkr",1734,0,0,1734,1,2,0,3,1,"Ex",7,1,"Gd","Attchd","RFn",3,928,"Y",0,0,0,0,0,1,"No","New","Partial",12.6698066617623
"X80","RL",7750,"No","Reg","Lvl","Gilbert","1Fam","SLvl",8,5,2002,0,"Hip","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","GLQ",353,"Unf",0,55,408,"Ex","Y","SBrkr",779,640,0,1419,1,2,1,3,1,"Gd",7,1,"TA","BuiltIn","Fin",2,527,"Y",120,0,0,0,0,1,"No","WD","Normal",12.1232343672212
"X20","RL",9764,"No","IR1","Lvl","Sawyer","1Fam","1Story",5,7,1967,36,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","TA","No","BLQ",702,"Unf",0,192,894,"Ex","Y","SBrkr",894,0,0,894,1,1,0,3,1,"Gd",5,0,"No","Attchd","RFn",2,450,"Y",0,0,0,0,0,1,"No","WD","Normal",11.7752897294377
"X80","RL",13825,"No","Reg","Lvl","Sawyer","1Fam","SLvl",5,6,1958,29,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,533,533,"TA","Y","SBrkr",1021,580,0,1601,0,1,0,3,1,"TA",6,0,"No","BuiltIn","RFn",1,300,"Y",280,34,0,0,0,1,"No","WD","Normal",11.8493977015914
"X20","RL",7560,"No","Reg","Lvl","NAmes","1Fam","1Story",5,5,1959,0,"Gable","BrkFace","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","LwQ",369,"Unf",0,671,1040,"TA","Y","FuseA",1040,0,0,1040,0,1,0,3,1,"TA",6,0,"No","Attchd","RFn",1,286,"Y",140,0,252,0,0,1,"GdWo","WD","Normal",11.80335376309
"X20","RL",8926,"No","IR1","Lvl","Edwards","1Fam","1Story",4,3,1956,0,"Gable","AsbShng","AsbShng","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,672,672,"Ex","Y","FuseA",960,0,0,960,0,1,0,3,1,"TA",5,0,"No","Basment","Unf",1,288,"Y",64,0,0,0,160,1,"MnPrv","COD","Abnorml",11.6262541502772
"X20","RL",9405,"No","Reg","Lvl","Edwards","1Fam","1Story",5,9,1947,61,"Hip","VinylSd","VinylSd","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"Ex","Y","SBrkr",698,0,0,698,0,1,0,2,1,"TA",4,0,"No","No","No",0,0,"Y",0,200,0,0,0,1,"No","WD","Normal",11.6784399034478
"X20","RL",10434,"No","Reg","Lvl","NAmes","1Fam","1Story",4,5,1955,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1005,1005,"TA","Y","SBrkr",1005,0,0,1005,0,1,0,2,1,"Fa",5,1,"TA","Detchd","Unf",2,672,"Y",0,0,0,0,0,1,"No","WD","Normal",11.6526874073454
"X120","RL",3684,"No","Reg","Lvl","Blmngtn","TwnhsE","1Story",7,5,2007,0,"Hip","VinylSd","VinylSd","BrkFace",130,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1373,1373,"Ex","Y","SBrkr",1555,0,0,1555,0,2,0,2,1,"Gd",7,1,"TA","Attchd","Fin",3,660,"Y",143,20,0,0,0,1,"No","WD","Normal",12.0668105781967
"X60","RL",11796,"No","IR1","Lvl","Gilbert","1Fam","2Story",7,5,2004,1,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,847,847,"Ex","Y","SBrkr",847,1112,0,1959,0,2,1,4,1,"Gd",8,1,"Gd","BuiltIn","Fin",2,434,"Y",100,48,0,0,0,1,"No","WD","Normal",12.2783933071098
"X50","RL",7804,"No","Reg","Lvl","SWISU","1Fam","1.5Fin",4,3,1928,22,"Gable","WdShing","Plywood","None",0,"TA","BrkTil","TA","TA","No","BLQ",622,"Unf",0,500,1122,"TA","Y","SBrkr",1328,653,0,1981,1,2,0,4,1,"Gd",7,2,"TA","Detchd","Unf",2,576,"Y",431,44,0,0,0,1,"MnPrv","WD","Normal",11.8130300574206
"X70","RM",9900,"No","Reg","Lvl","OldTown","1Fam","2Story",6,4,1880,70,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1008,1008,"TA","Y","SBrkr",1178,1032,0,2210,0,2,0,5,1,"Fa",8,0,"No","Detchd","Unf",1,205,"N",0,48,0,0,0,1,"No","WD","Normal",11.6741936125664
"X60","RL",8773,"No","IR1","HLS","Gilbert","1Fam","2Story",6,5,1997,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,916,916,"Gd","Y","SBrkr",916,684,0,1600,0,2,1,3,1,"TA",7,1,"TA","Attchd","Fin",2,460,"Y",100,38,0,0,0,1,"No","WD","Normal",12.0376539939052
"X50","RL",9600,"No","Reg","Lvl","NAmes","1Fam","1.5Fin",6,5,1950,0,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","TA","No","BLQ",280,"Unf",0,752,1032,"TA","Y","FuseA",1032,220,0,1252,0,1,0,3,1,"TA",6,0,"No","Attchd","Unf",1,288,"Y",0,0,96,0,0,1,"No","WD","Abnorml",11.6868787720937
"X20","RL",9819,"No","IR1","Lvl","Mitchel","1Fam","1Story",6,5,1977,0,"Gable","Plywood","ImStucc","None",0,"TA","PConc","TA","TA","Gd","ALQ",1567,"Unf",0,0,1567,"TA","Y","SBrkr",1567,0,0,1567,1,2,0,2,1,"Gd",5,2,"TA","Attchd","RFn",2,714,"Y",264,32,0,0,0,1,"No","WD","Normal",12.1858699382127
"X30","RL",8731,"No","IR1","Lvl","BrkSide","1Fam","1Story",5,5,1920,30,"Gable","Stucco","Stucco","None",0,"TA","BrkTil","TA","TA","No","BLQ",645,"Unf",0,270,915,"TA","Y","SBrkr",1167,0,0,1167,0,1,0,3,1,"TA",6,1,"Gd","Detchd","Unf",2,495,"Y",0,0,216,0,126,1,"No","WD","Normal",11.8775685785581
"X60","RL",10304,"No","IR1","Lvl","NWAmes","1Fam","2Story",5,7,1976,0,"Gable","Plywood","Plywood","BrkFace",44,"TA","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"Ex","Y","SBrkr",1088,780,0,1868,1,2,1,4,1,"Gd",9,1,"TA","Attchd","Unf",2,484,"Y",448,96,0,0,0,1,"No","WD","Normal",12.1934938633233
"X60","RL",9965,"No","Reg","Lvl","CollgCr","1Fam","2Story",8,5,2006,1,"Hip","VinylSd","VinylSd","Stone",340,"Gd","PConc","Ex","TA","Gd","GLQ",1150,"Unf",0,316,1466,"Ex","Y","SBrkr",1466,1362,0,2828,1,3,0,4,1,"Gd",11,1,"TA","BuiltIn","RFn",3,1052,"Y",125,144,0,0,0,1,"No","New","Partial",12.9595385187621
"X50","RM",6240,"No","Reg","Lvl","BrkSide","1Fam","1.5Fin",5,6,1928,22,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1042,1042,"Ex","Y","SBrkr",1042,534,0,1576,0,1,0,3,1,"TA",8,1,"Gd","Detchd","Unf",1,225,"Y",0,0,0,0,0,1,"No","WD","Family",11.9117015849276
"X70","RL",12000,"No","Reg","Bnk","Crawfor","1Fam","2Story",7,7,1941,9,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Rec",275,"Unf",0,429,704,"Ex","Y","SBrkr",860,704,0,1564,0,1,1,3,1,"Fa",7,1,"Gd","Attchd","Unf",1,234,"Y",0,0,0,0,0,1,"No","WD","Normal",12.0696800206246
"X50","RM",5700,"No","Reg","Lvl","OldTown","1Fam","1.5Fin",7,7,1926,24,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,572,572,"TA","Y","SBrkr",572,539,0,1111,0,1,0,2,1,"TA",5,1,"Gd","Detchd","Unf",1,288,"Y",0,0,176,0,0,1,"No","WD","Normal",11.6690741474602
"X70","RM",9000,"No","Reg","Lvl","OldTown","1Fam","2Story",7,9,1920,68,"Hip","VinylSd","VinylSd","None",0,"TA","PConc","TA","TA","No","ALQ",624,"Unf",0,26,650,"Ex","Y","SBrkr",832,650,0,1482,0,1,0,3,1,"TA",7,0,"No","Detchd","Unf",2,324,"Y",0,0,0,0,0,1,"No","WD","Normal",11.870599909242
"X20","RL",14115,"No","IR1","Lvl","Crawfor","1Fam","1Story",6,7,1956,48,"Gable","Stone","Stone","None",0,"TA","PConc","TA","TA","No","ALQ",296,"GLQ",547,230,1073,"Ex","Y","SBrkr",1811,0,0,1811,0,1,0,2,1,"Ex",6,1,"Gd","Attchd","Fin",2,470,"Y",0,0,280,0,0,1,"No","WD","Abnorml",12.3458345879053
"X60","RL",13700,"No","IR1","Lvl","NAmes","1Fam","2Story",7,6,1965,23,"Gable","VinylSd","VinylSd","Stone",288,"TA","CBlock","TA","TA","Gd","ALQ",454,"Unf",0,410,864,"TA","Y","SBrkr",902,918,0,1820,0,1,2,4,1,"Gd",8,2,"Gd","Attchd","Unf",2,492,"Y",60,84,0,0,273,1,"GdPrv","WD","Normal",12.2150323869016
"X20","RL",10768,"No","IR1","Lvl","Veenker","1Fam","1Story",5,8,1976,28,"Gable","Plywood","Plywood","None",0,"Gd","CBlock","Gd","TA","Gd","ALQ",1157,"Unf",0,280,1437,"TA","Y","SBrkr",1437,0,0,1437,1,2,0,3,1,"Gd",6,1,"Fa","Attchd","RFn",2,528,"Y",0,21,0,0,180,1,"No","WD","Normal",12.2922503417712
"X80","RL",9350,"No","Reg","Lvl","NAmes","1Fam","SLvl",5,8,1965,34,"Gable","BrkFace","BrkFace","None",0,"TA","PConc","TA","TA","Gd","ALQ",633,"Unf",0,586,1219,"Gd","Y","SBrkr",1265,0,0,1265,0,2,0,3,1,"Gd",6,1,"Gd","Attchd","RFn",2,502,"Y",0,92,0,96,0,1,"MnPrv","WD","Normal",12.1001564199386
"X120","RL",5001,"No","IR1","Lvl","NridgHt","Twnhs","1Story",7,5,2007,1,"Gable","VinylSd","VinylSd","Stone",166,"Gd","PConc","Gd","TA","No","GLQ",904,"Unf",0,410,1314,"Ex","Y","SBrkr",1314,0,0,1314,1,2,0,2,1,"Gd",6,1,"Gd","Attchd","RFn",2,626,"Y",172,62,0,0,0,1,"No","WD","Normal",12.3458345879053
"X20","RL",11932,"No","Reg","Lvl","Somerst","1Fam","1Story",8,5,2007,1,"Gable","VinylSd","VinylSd","Stone",186,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"Ex","Y","SBrkr",1580,0,0,1580,0,2,0,3,1,"Gd",7,0,"No","Attchd","RFn",3,830,"Y",0,24,0,0,0,1,"No","ConLD","Partial",12.3678853256926
"X60","RL",9120,"No","Reg","Lvl","NWAmes","1Fam","2Story",6,6,1974,0,"Hip","HdBoard","HdBoard","BrkFace",270,"Gd","CBlock","TA","TA","No","ALQ",442,"Unf",0,459,901,"TA","Y","SBrkr",943,933,0,1876,0,2,1,4,1,"Gd",8,1,"TA","Attchd","RFn",2,540,"Y",0,69,0,0,0,1,"No","WD","Normal",12.1281111040605
"X160","RL",2280,"No","Reg","Lvl","NPkVill","Twnhs","2Story",6,5,1978,0,"Gable","Plywood","Brk Cmn","None",0,"TA","CBlock","Gd","TA","No","ALQ",311,"Unf",0,544,855,"Fa","Y","SBrkr",855,601,0,1456,0,2,1,3,1,"TA",7,1,"TA","Attchd","Unf",2,440,"Y",26,0,0,0,0,1,"No","WD","Normal",11.8913619006905
"X20","RL",8724,"No","Reg","Lvl","Sawyer","1Fam","1Story",5,5,1968,0,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"Gd","Y","SBrkr",894,0,0,894,0,1,0,3,1,"TA",5,1,"Po","Attchd","Fin",2,450,"Y",0,0,0,0,0,1,"No","WD","Normal",11.7675676833438
"X90","RL",12900,"No","Reg","Lvl","Sawyer","Duplex","SFoyer",4,4,1969,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","TA","Av","GLQ",1198,"Unf",0,0,1198,"TA","Y","SBrkr",1258,0,0,1258,1,0,2,0,2,"TA",6,0,"No","CarPort","Unf",2,400,"Y",120,0,0,0,0,1,"No","WD","Alloca",11.5987269436613
"X80","RL",16157,"No","IR1","Lvl","Veenker","1Fam","SLvl",5,7,1978,0,"Gable","Plywood","Plywood","None",0,"TA","PConc","Gd","TA","Gd","ALQ",680,"Rec",391,289,1360,"Ex","Y","SBrkr",1432,0,0,1432,1,1,1,2,1,"Gd",5,1,"TA","Attchd","Unf",2,588,"Y",168,180,0,0,0,1,"No","WD","Normal",12.1756134380455
"X20","RL",9541,"No","IR1","Lvl","NridgHt","1Fam","1Story",7,5,2009,0,"Gable","VinylSd","VinylSd","Stone",268,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,1502,1502,"Ex","Y","SBrkr",1502,0,0,1502,0,2,0,3,1,"Gd",7,0,"No","Attchd","RFn",2,644,"Y",0,114,0,0,0,1,"No","New","Partial",12.359523080243
"X20","RL",10475,"No","IR1","Lvl","CollgCr","1Fam","1Story",8,5,2008,0,"Gable","VinylSd","VinylSd","Stone",72,"Gd","PConc","Gd","TA","Av","Unf",0,"Unf",0,1694,1694,"Ex","Y","SBrkr",1694,0,0,1694,0,2,0,3,1,"Gd",7,0,"No","Attchd","RFn",3,776,"Y",160,33,0,0,0,1,"No","WD","Normal",12.410441041518
"X60","RL",10852,"No","IR1","Lvl","Gilbert","1Fam","2Story",6,5,2000,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","GLQ",786,"Unf",0,173,959,"Ex","Y","SBrkr",959,712,0,1671,1,2,1,3,1,"TA",7,1,"TA","Attchd","Fin",2,472,"Y",0,38,0,0,0,1,"No","WD","Normal",12.0610468734799
"X60","RL",35760,"No","IR1","Lvl","NoRidge","1Fam","2Story",10,5,1995,1,"Hip","HdBoard","HdBoard","BrkFace",1378,"Gd","PConc","Ex","TA","Gd","GLQ",1387,"Unf",0,543,1930,"Ex","Y","SBrkr",1831,1796,0,3627,1,3,1,4,1,"Gd",10,1,"TA","Attchd","Fin",3,807,"Y",361,76,0,0,0,1,"No","WD","Normal",13.3455069287185
"X80","RL",9880,"No","Reg","Lvl","Mitchel","1Fam","SLvl",6,6,1977,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","Av","ALQ",522,"Unf",0,574,1096,"TA","Y","SBrkr",1118,0,0,1118,1,1,0,3,1,"TA",6,1,"Po","Attchd","Fin",1,358,"Y",203,0,0,0,0,0,"GdPrv","WD","Normal",12.0494188354848
"X20","RL",9120,"No","Reg","Lvl","NAmes","1Fam","1Story",6,6,1958,0,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","ALQ",662,"Unf",0,599,1261,"Ex","Y","SBrkr",1261,0,0,1261,1,1,0,3,1,"TA",6,1,"TA","Attchd","RFn",2,433,"Y",0,0,0,0,288,1,"No","WD","Normal",12.0015054797889
"X50","RL",18030,"No","IR1","Bnk","ClearCr","1Fam","1.5Fin",5,6,1946,48,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"TA","Y","SBrkr",1636,971,479,3086,0,3,0,3,1,"Ex",12,1,"Gd","No","No",0,0,"Y",122,0,0,0,0,1,"MnPrv","WD","Normal",12.2085695257288
"X70","RL",16560,"No","IR1","Lvl","Crawfor","1Fam","2Story",6,8,1932,18,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","Gd","TA","No","Rec",503,"Unf",0,449,952,"TA","Y","SBrkr",1170,1175,0,2345,0,2,1,4,1,"TA",9,1,"Gd","Detchd","Unf",2,360,"Y",0,0,0,0,0,1,"No","WD","Normal",12.3842188309136
"X50","RM",3950,"Grvl","Reg","Bnk","OldTown","1Fam","1.5Fin",6,8,1926,78,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Rec",468,"Unf",0,350,818,"TA","Y","SBrkr",818,406,0,1224,0,1,0,3,1,"TA",5,0,"No","Detchd","Unf",1,210,"N",0,0,116,0,0,1,"No","WD","Normal",11.6526874073454
"X50","RL",7681,"No","IR1","Lvl","Crawfor","1Fam","1.5Fin",5,6,1921,29,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,731,731,"Ex","Y","SBrkr",820,523,0,1343,0,1,1,3,1,"TA",7,1,"Gd","Detchd","Unf",1,186,"Y",192,0,102,0,0,1,"No","WD","Normal",11.950535026405
"X20","RL",8335,"No","Reg","Lvl","Edwards","1Fam","1Story",5,5,1954,0,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Slab","No","No","No","No",0,"No",0,0,0,"Gd","Y","SBrkr",1124,0,0,1124,0,1,0,3,1,"TA",5,1,"Gd","No","No",0,0,"N",0,36,190,0,0,1,"No","WD","Normal",11.4403547721354
"X60","RL",11170,"No","IR2","Lvl","Timber","1Fam","2Story",7,5,1990,1,"Gable","MetalSd","MetalSd","None",0,"TA","Wood","Gd","TA","No","LwQ",1216,"Unf",0,0,1216,"Ex","Y","SBrkr",1298,1216,0,2514,0,2,1,4,1,"TA",8,0,"No","Attchd","Fin",2,693,"Y",0,0,0,0,0,1,"GdPrv","WD","Normal",12.4292161968444
"X120","RM",5587,"No","IR1","HLS","Crawfor","TwnhsE","1Story",8,5,2008,0,"Hip","CemntBd","CmentBd","Stone",186,"Ex","PConc","Ex","TA","Gd","GLQ",1480,"Unf",0,120,1600,"Ex","Y","SBrkr",1652,0,0,1652,1,2,0,2,1,"Gd",5,1,"Gd","Attchd","Fin",2,482,"Y",162,53,0,153,0,1,"No","New","Partial",12.8802918162046
"X60","RL",15623,"No","IR1","Lvl","NoRidge","1Fam","2Story",10,5,1996,0,"Hip","Wd Sdng","ImStucc","None",0,"Gd","PConc","Ex","TA","Av","GLQ",2096,"Unf",0,300,2396,"Ex","Y","SBrkr",2411,2065,0,4476,1,3,1,4,1,"Ex",10,2,"TA","Attchd","Fin",3,813,"Y",171,78,0,0,0,0,"MnPrv","WD","Abnorml",13.5211394973617
"X30","RL",10800,"Grvl","Reg","Lvl","OldTown","1Fam","1Story",5,6,1920,30,"Hip","Stucco","Stucco","None",0,"TA","BrkTil","TA","TA","No","Rec",821,"Unf",0,299,1120,"Ex","Y","SBrkr",1130,0,0,1130,1,1,0,2,1,"TA",5,1,"Gd","Detchd","Unf",2,720,"Y",229,0,0,0,0,1,"No","WD","Normal",11.6952470217642
"X50","RL",9738,"No","Reg","Lvl","Edwards","1Fam","1.5Fin",5,7,1924,26,"Gable","AsbShng","AsbShng","None",0,"TA","BrkTil","TA","TA","No","BLQ",392,"Unf",0,392,784,"Gd","Y","SBrkr",949,272,0,1221,1,1,0,4,1,"TA",7,0,"No","Attchd","Unf",1,392,"Y",0,0,236,0,0,1,"No","WD","Normal",11.5607627943844
